AUUC,AUUC_random,C,method,penalty,split
52460.41048584337,30981.4786476546,0.1,MITE_SDR,l2,35
52314.03376288144,31539.59922555248,0.1,ITE_2M,l2,36
52259.53804875256,31539.59922555248,0.1,ITE_SDR,l2,36
53595.35830251498,31539.59922555248,0.1,MITE_2M,l2,36
53510.96091164318,31539.59922555248,0.1,MITE_SDR,l2,36
51633.478754281416,31120.28863328824,0.1,ITE_2M,l2,37
51600.52541955762,31120.28863328824,0.1,ITE_SDR,l2,37
52957.437801586326,31120.28863328824,0.1,MITE_2M,l2,37
52879.854224461065,31120.28863328824,0.1,MITE_SDR,l2,37
51080.52257045999,30914.17166058165,0.1,ITE_2M,l2,38
51038.79395565838,30914.17166058165,0.1,ITE_SDR,l2,38
52215.246335154494,30914.17166058165,0.1,MITE_2M,l2,38
52163.40710718196,30914.17166058165,0.1,MITE_SDR,l2,38
51821.45965411738,30973.647828540707,0.1,ITE_2M,l2,39
51802.96086345938,30973.647828540707,0.1,ITE_SDR,l2,39
52868.02291190785,30973.647828540707,0.1,MITE_2M,l2,39
52812.706020974816,30973.647828540707,0.1,MITE_SDR,l2,39
50697.905866030465,30734.616789853848,0.1,ITE_2M,l2,40
50683.29013029034,30734.616789853848,0.1,ITE_SDR,l2,40
51880.56803129683,30734.616789853848,0.1,MITE_2M,l2,40
51794.319836684816,30734.616789853848,0.1,MITE_SDR,l2,40
50928.11073631085,30619.56727980273,0.1,ITE_2M,l2,41
50913.65617211362,30619.56727980273,0.1,ITE_SDR,l2,41
51996.353298426446,30619.56727980273,0.1,MITE_2M,l2,41
51964.60864216207,30619.56727980273,0.1,MITE_SDR,l2,41
51417.026518655475,31085.797385162245,0.1,ITE_2M,l2,42
51389.44957174912,31085.797385162245,0.1,ITE_SDR,l2,42
52608.015500479414,31085.797385162245,0.1,MITE_2M,l2,42
52578.00099559124,31085.797385162245,0.1,MITE_SDR,l2,42
51815.37503001787,31209.252218875612,0.1,ITE_2M,l2,43
51751.915352820906,31209.252218875612,0.1,ITE_SDR,l2,43
53094.98236808628,31209.252218875612,0.1,MITE_2M,l2,43
53000.082472236856,31209.252218875612,0.1,MITE_SDR,l2,43
51856.900649934716,31088.799445358636,0.1,ITE_2M,l2,44
51824.56417324028,31088.799445358636,0.1,ITE_SDR,l2,44
53019.1343705444,31088.799445358636,0.1,MITE_2M,l2,44
52966.00533998685,31088.799445358636,0.1,MITE_SDR,l2,44
50846.258146592365,30386.813256467096,0.1,ITE_2M,l2,45
50848.50387878434,30386.813256467096,0.1,ITE_SDR,l2,45
51827.95546960818,30386.813256467096,0.1,MITE_2M,l2,45
51782.34749686308,30386.813256467096,0.1,MITE_SDR,l2,45
51138.77079930483,30626.650750212328,0.1,ITE_2M,l2,46
51113.64817884621,30626.650750212328,0.1,ITE_SDR,l2,46
52246.71250061079,30626.650750212328,0.1,MITE_2M,l2,46
52232.7868441818,30626.650750212328,0.1,MITE_SDR,l2,46
50375.68464339205,30512.699585617578,0.1,ITE_2M,l2,47
50357.3801071543,30512.699585617578,0.1,ITE_SDR,l2,47
51430.31782393923,30512.699585617578,0.1,MITE_2M,l2,47
51401.366392516895,30512.699585617578,0.1,MITE_SDR,l2,47
50347.41775020077,30336.322804520136,0.1,ITE_2M,l2,48
50301.25369609392,30336.322804520136,0.1,ITE_SDR,l2,48
51693.30489721166,30336.322804520136,0.1,MITE_2M,l2,48
51633.883282726456,30336.322804520136,0.1,MITE_SDR,l2,48
50662.25697910019,30670.02392495291,0.1,ITE_2M,l2,49
50599.82779281121,30670.02392495291,0.1,ITE_SDR,l2,49
51987.05959686357,30670.02392495291,0.1,MITE_2M,l2,49
51958.420625769744,30670.02392495291,0.1,MITE_SDR,l2,49
50798.8810875028,30406.04118465264,0.1,ITE_2M,l2,50
50762.540525863486,30406.04118465264,0.1,ITE_SDR,l2,50
51940.82388942036,30406.04118465264,0.1,MITE_2M,l2,50
51893.49853720726,30406.04118465264,0.1,MITE_SDR,l2,50
51673.57288385434,31027.18051167582,0.1,ITE_2M,l2,51
51649.0025127497,31027.18051167582,0.1,ITE_SDR,l2,51
52924.652489072665,31027.18051167582,0.1,MITE_2M,l2,51
52834.57304707006,31027.18051167582,0.1,MITE_SDR,l2,51
51312.970151598776,31059.699933607306,0.1,ITE_2M,l2,52
51272.33264671837,31059.699933607306,0.1,ITE_SDR,l2,52
52298.13777527963,31059.699933607306,0.1,MITE_2M,l2,52
52248.44092810678,31059.699933607306,0.1,MITE_SDR,l2,52
51055.42724370374,30802.457502199715,0.1,ITE_2M,l2,53
51051.93544675512,30802.457502199715,0.1,ITE_SDR,l2,53
52124.759540867424,30802.457502199715,0.1,MITE_2M,l2,53
52078.046110856536,30802.457502199715,0.1,MITE_SDR,l2,53
51050.31290905919,30823.60688922453,0.1,ITE_2M,l2,54
51028.66744524699,30823.60688922453,0.1,ITE_SDR,l2,54
52185.52810760667,30823.60688922453,0.1,MITE_2M,l2,54
52113.19903959145,30823.60688922453,0.1,MITE_SDR,l2,54
50824.37951377907,30734.602629600937,0.1,ITE_2M,l2,55
50808.5301320885,30734.602629600937,0.1,ITE_SDR,l2,55
52063.08956359956,30734.602629600937,0.1,MITE_2M,l2,55
52026.046346051204,30734.602629600937,0.1,MITE_SDR,l2,55
50100.33927110113,30134.685806199952,0.1,ITE_2M,l2,56
50096.62393522253,30134.685806199952,0.1,ITE_SDR,l2,56
51207.737869652665,30134.685806199952,0.1,MITE_2M,l2,56
51158.799336928605,30134.685806199952,0.1,MITE_SDR,l2,56
51458.179416512416,30732.62969009872,0.1,ITE_2M,l2,57
51472.973029068875,30732.62969009872,0.1,ITE_SDR,l2,57
52322.91291372736,30732.62969009872,0.1,MITE_2M,l2,57
52312.88840111088,30732.62969009872,0.1,MITE_SDR,l2,57
51317.86235370885,30924.019877077528,0.1,ITE_2M,l2,58
51300.811233854714,30924.019877077528,0.1,ITE_SDR,l2,58
52392.449260882335,30924.019877077528,0.1,MITE_2M,l2,58
52328.86180352935,30924.019877077528,0.1,MITE_SDR,l2,58
50994.554749837116,30693.14566670831,0.1,ITE_2M,l2,59
50958.28190779242,30693.14566670831,0.1,ITE_SDR,l2,59
52119.60981599325,30693.14566670831,0.1,MITE_2M,l2,59
52081.98150181887,30693.14566670831,0.1,MITE_SDR,l2,59
52037.02711804329,31433.122404453963,0.1,ITE_2M,l2,60
51986.658236660056,31433.122404453963,0.1,ITE_SDR,l2,60
53483.6192473716,31433.122404453963,0.1,MITE_2M,l2,60
53388.01308891907,31433.122404453963,0.1,MITE_SDR,l2,60
50241.15919757102,30118.655254301266,0.1,ITE_2M,l2,61
50223.54969278567,30118.655254301266,0.1,ITE_SDR,l2,61
51307.74749423427,30118.655254301266,0.1,MITE_2M,l2,61
51272.84099748358,30118.655254301266,0.1,MITE_SDR,l2,61
51018.19720316201,30692.83856427777,0.1,ITE_2M,l2,62
50961.931308922176,30692.83856427777,0.1,ITE_SDR,l2,62
52259.92812031533,30692.83856427777,0.1,MITE_2M,l2,62
52228.030949114014,30692.83856427777,0.1,MITE_SDR,l2,62
51551.037546191306,30982.049123563444,0.1,ITE_2M,l2,63
51498.17714646441,30982.049123563444,0.1,ITE_SDR,l2,63
52991.70568560102,30982.049123563444,0.1,MITE_2M,l2,63
52885.38269160977,30982.049123563444,0.1,MITE_SDR,l2,63
51636.63267149264,30938.86251197233,0.1,ITE_2M,l2,64
51638.092585902275,30938.86251197233,0.1,ITE_SDR,l2,64
52733.67977127616,30938.86251197233,0.1,MITE_2M,l2,64
52711.01199246426,30938.86251197233,0.1,MITE_SDR,l2,64
50482.199766067424,30295.582974008346,0.1,ITE_2M,l2,65
50465.53644221467,30295.582974008346,0.1,ITE_SDR,l2,65
51707.24318210543,30295.582974008346,0.1,MITE_2M,l2,65
51651.95027798606,30295.582974008346,0.1,MITE_SDR,l2,65
51394.447562593625,30916.98804584253,0.1,ITE_2M,l2,66
51385.587523132555,30916.98804584253,0.1,ITE_SDR,l2,66
52543.336052716564,30916.98804584253,0.1,MITE_2M,l2,66
52488.768470690615,30916.98804584253,0.1,MITE_SDR,l2,66
49687.08097483288,29976.91841958587,0.1,ITE_2M,l2,67
49642.572627919006,29976.91841958587,0.1,ITE_SDR,l2,67
51101.66773010495,29976.91841958587,0.1,MITE_2M,l2,67
51026.20802079837,29976.91841958587,0.1,MITE_SDR,l2,67
51394.05420139791,30652.48415038931,0.1,ITE_2M,l2,68
51370.26938487685,30652.48415038931,0.1,ITE_SDR,l2,68
52489.86183400192,30652.48415038931,0.1,MITE_2M,l2,68
52440.276747284726,30652.48415038931,0.1,MITE_SDR,l2,68
50590.55857236265,30512.595052491768,0.1,ITE_2M,l2,69
50558.05075770995,30512.595052491768,0.1,ITE_SDR,l2,69
51826.08187814677,30512.595052491768,0.1,MITE_2M,l2,69
51771.46394911557,30512.595052491768,0.1,MITE_SDR,l2,69
52282.31287343276,31475.970304030165,0.1,ITE_2M,l2,70
52184.292451279645,31475.970304030165,0.1,ITE_SDR,l2,70
53616.023314830585,31475.970304030165,0.1,MITE_2M,l2,70
53552.22535572374,31475.970304030165,0.1,MITE_SDR,l2,70
50863.751743221525,30740.72624192483,0.1,ITE_2M,l2,71
50822.10993457373,30740.72624192483,0.1,ITE_SDR,l2,71
52009.76285116839,30740.72624192483,0.1,MITE_2M,l2,71
51978.33362745392,30740.72624192483,0.1,MITE_SDR,l2,71
51092.37580733079,30749.25333707641,0.1,ITE_2M,l2,72
51013.6042433229,30749.25333707641,0.1,ITE_SDR,l2,72
52517.34771103296,30749.25333707641,0.1,MITE_2M,l2,72
52508.82063299151,30749.25333707641,0.1,MITE_SDR,l2,72
51192.672413882785,30706.493542034037,0.1,ITE_2M,l2,73
51147.82951136132,30706.493542034037,0.1,ITE_SDR,l2,73
52309.61181468957,30706.493542034037,0.1,MITE_2M,l2,73
52268.696310116015,30706.493542034037,0.1,MITE_SDR,l2,73
50688.83978920286,30477.77226705096,0.1,ITE_2M,l2,74
50664.659617393176,30477.77226705096,0.1,ITE_SDR,l2,74
51953.59190928514,30477.77226705096,0.1,MITE_2M,l2,74
51891.56495304829,30477.77226705096,0.1,MITE_SDR,l2,74
49077.537627751604,29489.227680846074,0.1,ITE_2M,l2,75
49046.45214870518,29489.227680846074,0.1,ITE_SDR,l2,75
50258.667983705775,29489.227680846074,0.1,MITE_2M,l2,75
50213.664601971745,29489.227680846074,0.1,MITE_SDR,l2,75
51613.695102704405,31179.608250364152,0.1,ITE_2M,l2,76
51552.36990858286,31179.608250364152,0.1,ITE_SDR,l2,76
52896.672999402595,31179.608250364152,0.1,MITE_2M,l2,76
52803.874253597314,31179.608250364152,0.1,MITE_SDR,l2,76
50144.39194915651,30303.208354432558,0.1,ITE_2M,l2,77
50081.133583327275,30303.208354432558,0.1,ITE_SDR,l2,77
51441.271650337665,30303.208354432558,0.1,MITE_2M,l2,77
51337.14673668793,30303.208354432558,0.1,MITE_SDR,l2,77
51488.01080446116,30796.006261968883,0.1,ITE_2M,l2,78
51434.40497508247,30796.006261968883,0.1,ITE_SDR,l2,78
52770.558895748516,30796.006261968883,0.1,MITE_2M,l2,78
52705.211936939646,30796.006261968883,0.1,MITE_SDR,l2,78
50594.13665116972,30522.02873936016,0.1,ITE_2M,l2,79
50563.30390405713,30522.02873936016,0.1,ITE_SDR,l2,79
51828.47915978068,30522.02873936016,0.1,MITE_2M,l2,79
51801.85487289137,30522.02873936016,0.1,MITE_SDR,l2,79
51079.56305048525,30769.545316136573,0.1,ITE_2M,l2,80
51069.98531159751,30769.545316136573,0.1,ITE_SDR,l2,80
52243.39025580173,30769.545316136573,0.1,MITE_2M,l2,80
52204.64362035746,30769.545316136573,0.1,MITE_SDR,l2,80
50516.567854306784,30358.917815245703,0.1,ITE_2M,l2,81
50449.98160432259,30358.917815245703,0.1,ITE_SDR,l2,81
51654.49651002087,30358.917815245703,0.1,MITE_2M,l2,81
51619.35049398609,30358.917815245703,0.1,MITE_SDR,l2,81
51144.37104745569,30758.43614157,0.1,ITE_2M,l2,82
51072.12126420024,30758.43614157,0.1,ITE_SDR,l2,82
52362.588554349044,30758.43614157,0.1,MITE_2M,l2,82
52264.658987481256,30758.43614157,0.1,MITE_SDR,l2,82
51678.80439604988,30981.88693642877,0.1,ITE_2M,l2,83
51635.94632827293,30981.88693642877,0.1,ITE_SDR,l2,83
52960.44987211655,30981.88693642877,0.1,MITE_2M,l2,83
52889.84633107093,30981.88693642877,0.1,MITE_SDR,l2,83
51069.440746586886,30791.356683437734,0.1,ITE_2M,l2,84
51045.795342310186,30791.356683437734,0.1,ITE_SDR,l2,84
52144.241335852734,30791.356683437734,0.1,MITE_2M,l2,84
52119.51141613479,30791.356683437734,0.1,MITE_SDR,l2,84
50389.311033014026,30382.140834799022,0.1,ITE_2M,l2,85
50355.898728903565,30382.140834799022,0.1,ITE_SDR,l2,85
51848.3644670426,30382.140834799022,0.1,MITE_2M,l2,85
51784.670223598565,30382.140834799022,0.1,MITE_SDR,l2,85
51110.63516029252,30560.39222177674,0.1,ITE_2M,l2,86
51091.61194235411,30560.39222177674,0.1,ITE_SDR,l2,86
52282.48879341795,30560.39222177674,0.1,MITE_2M,l2,86
52205.62159770449,30560.39222177674,0.1,MITE_SDR,l2,86
51365.05053849202,31155.59581773857,0.1,ITE_2M,l2,87
51332.7781595228,31155.59581773857,0.1,ITE_SDR,l2,87
52673.18431903348,31155.59581773857,0.1,MITE_2M,l2,87
52624.51628314001,31155.59581773857,0.1,MITE_SDR,l2,87
50163.83902884575,30101.376166465878,0.1,ITE_2M,l2,88
50154.05929278416,30101.376166465878,0.1,ITE_SDR,l2,88
51107.26130345906,30101.376166465878,0.1,MITE_2M,l2,88
51116.5174396153,30101.376166465878,0.1,MITE_SDR,l2,88
49370.698278404714,29732.371701612843,0.1,ITE_2M,l2,89
49362.71527971756,29732.371701612843,0.1,ITE_SDR,l2,89
50516.64200242744,29732.371701612843,0.1,MITE_2M,l2,89
50484.20932877215,29732.371701612843,0.1,MITE_SDR,l2,89
51277.590416131396,31064.877123442813,0.1,ITE_2M,l2,90
51220.30594408174,31064.877123442813,0.1,ITE_SDR,l2,90
52748.790573998194,31064.877123442813,0.1,MITE_2M,l2,90
52630.227116282775,31064.877123442813,0.1,MITE_SDR,l2,90
51326.02450669903,30841.764267443985,0.1,ITE_2M,l2,91
51332.3297684967,30841.764267443985,0.1,ITE_SDR,l2,91
52431.26571514807,30841.764267443985,0.1,MITE_2M,l2,91
52394.993598550485,30841.764267443985,0.1,MITE_SDR,l2,91
51945.256153661074,31033.930769846935,0.1,ITE_2M,l2,92
51932.34681046238,31033.930769846935,0.1,ITE_SDR,l2,92
52752.98868133398,31033.930769846935,0.1,MITE_2M,l2,92
52736.275011065976,31033.930769846935,0.1,MITE_SDR,l2,92
50810.699898518855,30499.868160095804,0.1,ITE_2M,l2,93
50776.000277979816,30499.868160095804,0.1,ITE_SDR,l2,93
51915.55700207781,30499.868160095804,0.1,MITE_2M,l2,93
51868.3504682736,30499.868160095804,0.1,MITE_SDR,l2,93
50631.67367860903,30582.731963346603,0.1,ITE_2M,l2,94
50623.76145459544,30582.731963346603,0.1,ITE_SDR,l2,94
51731.554673240586,30582.731963346603,0.1,MITE_2M,l2,94
51717.55303943085,30582.731963346603,0.1,MITE_SDR,l2,94
51933.45808796601,31086.425771867347,0.1,ITE_2M,l2,95
51900.34581555352,31086.425771867347,0.1,ITE_SDR,l2,95
53188.35710629599,31086.425771867347,0.1,MITE_2M,l2,95
53134.507460858185,31086.425771867347,0.1,MITE_SDR,l2,95
51122.972981870495,30844.456887590743,0.1,ITE_2M,l2,96
51083.48092937606,30844.456887590743,0.1,ITE_SDR,l2,96
52202.93797969417,30844.456887590743,0.1,MITE_2M,l2,96
52151.21896393252,30844.456887590743,0.1,MITE_SDR,l2,96
50492.09854131418,30654.546409807357,0.1,ITE_2M,l2,97
50451.86698943834,30654.546409807357,0.1,ITE_SDR,l2,97
51640.94463521249,30654.546409807357,0.1,MITE_2M,l2,97
51604.43751314657,30654.546409807357,0.1,MITE_SDR,l2,97
52128.661835483654,31214.338837534146,0.1,ITE_2M,l2,98
52100.60758863497,31214.338837534146,0.1,ITE_SDR,l2,98
53208.092957905945,31214.338837534146,0.1,MITE_2M,l2,98
53162.67230096535,31214.338837534146,0.1,MITE_SDR,l2,98
51861.61972527466,31130.3549100438,0.1,ITE_2M,l2,99
51821.670887882785,31130.3549100438,0.1,ITE_SDR,l2,99
52967.69639376922,31130.3549100438,0.1,MITE_2M,l2,99
52911.08742368553,31130.3549100438,0.1,MITE_SDR,l2,99
51865.13884156754,31207.64602605248,1.0,ITE_2M,l2,0
51859.90817673258,31207.64602605248,1.0,ITE_SDR,l2,0
52954.014062745635,31207.64602605248,1.0,MITE_2M,l2,0
52896.569751908544,31207.64602605248,1.0,MITE_SDR,l2,0
50505.77737118312,30399.752588804316,1.0,ITE_2M,l2,1
50431.56480286501,30399.752588804316,1.0,ITE_SDR,l2,1
51620.19878357832,30399.752588804316,1.0,MITE_2M,l2,1
51563.071230401445,30399.752588804316,1.0,MITE_SDR,l2,1
51464.948655536726,30829.69943635138,1.0,ITE_2M,l2,2
51416.44584418873,30829.69943635138,1.0,ITE_SDR,l2,2
52540.75962141439,30829.69943635138,1.0,MITE_2M,l2,2
52495.18194600649,30829.69943635138,1.0,MITE_SDR,l2,2
51408.557492802145,30898.601255421567,1.0,ITE_2M,l2,3
51355.65964019057,30898.601255421567,1.0,ITE_SDR,l2,3
52464.94918792231,30898.601255421567,1.0,MITE_2M,l2,3
52400.68215279908,30898.601255421567,1.0,MITE_SDR,l2,3
51310.835296199264,30935.639768512163,1.0,ITE_2M,l2,4
51286.27265222994,30935.639768512163,1.0,ITE_SDR,l2,4
52622.09835720584,30935.639768512163,1.0,MITE_2M,l2,4
52558.30369701669,30935.639768512163,1.0,MITE_SDR,l2,4
51131.75433974462,30854.428181796513,1.0,ITE_2M,l2,5
51084.02877756983,30854.428181796513,1.0,ITE_SDR,l2,5
52412.71214027117,30854.428181796513,1.0,MITE_2M,l2,5
52330.197016099606,30854.428181796513,1.0,MITE_SDR,l2,5
51489.20136204794,31075.208760766538,1.0,ITE_2M,l2,6
51452.34861997813,31075.208760766538,1.0,ITE_SDR,l2,6
52510.04796190555,31075.208760766538,1.0,MITE_2M,l2,6
52465.40455798155,31075.208760766538,1.0,MITE_SDR,l2,6
50257.204085620644,30425.28822767977,1.0,ITE_2M,l2,7
50165.06663009113,30425.28822767977,1.0,ITE_SDR,l2,7
51496.995550713946,30425.28822767977,1.0,MITE_2M,l2,7
51443.514819310905,30425.28822767977,1.0,MITE_SDR,l2,7
49722.59832508549,30144.17854545212,1.0,ITE_2M,l2,8
49655.84343845958,30144.17854545212,1.0,ITE_SDR,l2,8
50935.35262170108,30144.17854545212,1.0,MITE_2M,l2,8
50938.13878234617,30144.17854545212,1.0,MITE_SDR,l2,8
51382.22084100424,30939.293307334257,1.0,ITE_2M,l2,9
51356.45747757095,30939.293307334257,1.0,ITE_SDR,l2,9
52547.879084521584,30939.293307334257,1.0,MITE_2M,l2,9
52490.50738710841,30939.293307334257,1.0,MITE_SDR,l2,9
52454.451108105735,31705.519995653114,1.0,ITE_2M,l2,10
52376.621474699554,31705.519995653114,1.0,ITE_SDR,l2,10
53704.126436686325,31705.519995653114,1.0,MITE_2M,l2,10
53594.407311708375,31705.519995653114,1.0,MITE_SDR,l2,10
51070.872118692336,30609.24825561444,1.0,ITE_2M,l2,11
51047.77803165648,30609.24825561444,1.0,ITE_SDR,l2,11
52192.517463346776,30609.24825561444,1.0,MITE_2M,l2,11
52127.255260103964,30609.24825561444,1.0,MITE_SDR,l2,11
50577.9128123775,30574.853185167085,1.0,ITE_2M,l2,12
50496.31246178365,30574.853185167085,1.0,ITE_SDR,l2,12
52045.130315156486,30574.853185167085,1.0,MITE_2M,l2,12
51960.90030966267,30574.853185167085,1.0,MITE_SDR,l2,12
50844.14680215687,30460.491545177843,1.0,ITE_2M,l2,13
50815.9210598767,30460.491545177843,1.0,ITE_SDR,l2,13
51994.36215396845,30460.491545177843,1.0,MITE_2M,l2,13
51947.939191070735,30460.491545177843,1.0,MITE_SDR,l2,13
51657.92943018416,31240.963506778546,1.0,ITE_2M,l2,14
51578.23970823949,31240.963506778546,1.0,ITE_SDR,l2,14
52920.86955868133,31240.963506778546,1.0,MITE_2M,l2,14
52868.57043864917,31240.963506778546,1.0,MITE_SDR,l2,14
50880.770688739874,30595.81812255541,1.0,ITE_2M,l2,15
50819.36565664546,30595.81812255541,1.0,ITE_SDR,l2,15
52129.75105419741,30595.81812255541,1.0,MITE_2M,l2,15
52064.801851784236,30595.81812255541,1.0,MITE_SDR,l2,15
51821.53748527567,31200.29496400134,1.0,ITE_2M,l2,16
51778.11869533404,31200.29496400134,1.0,ITE_SDR,l2,16
52844.97743939171,31200.29496400134,1.0,MITE_2M,l2,16
52797.94250821237,31200.29496400134,1.0,MITE_SDR,l2,16
50428.5344888821,30380.13134825,1.0,ITE_2M,l2,17
50399.180718709715,30380.13134825,1.0,ITE_SDR,l2,17
51454.533783937244,30380.13134825,1.0,MITE_2M,l2,17
51448.9613765882,30380.13134825,1.0,MITE_SDR,l2,17
51473.6863333158,31156.02816329956,1.0,ITE_2M,l2,18
51417.5680635429,31156.02816329956,1.0,ITE_SDR,l2,18
52804.23399232587,31156.02816329956,1.0,MITE_2M,l2,18
52747.51913464097,31156.02816329956,1.0,MITE_SDR,l2,18
49968.18293245017,30449.44195385465,1.0,ITE_2M,l2,19
49893.277197081385,30449.44195385465,1.0,ITE_SDR,l2,19
51336.285825607374,30449.44195385465,1.0,MITE_2M,l2,19
51249.49031617488,30449.44195385465,1.0,MITE_SDR,l2,19
49895.266568249404,29881.56257739532,1.0,ITE_2M,l2,20
49882.70964798101,29881.56257739532,1.0,ITE_SDR,l2,20
50796.31715824016,29881.56257739532,1.0,MITE_2M,l2,20
50767.535917455934,29881.56257739532,1.0,MITE_SDR,l2,20
50555.4924444706,30712.35734728958,1.0,ITE_2M,l2,21
50498.97787999437,30712.35734728958,1.0,ITE_SDR,l2,21
52008.9251306984,30712.35734728958,1.0,MITE_2M,l2,21
51956.31464819564,30712.35734728958,1.0,MITE_SDR,l2,21
50556.541368386446,30528.9178925007,1.0,ITE_2M,l2,22
50489.53113893634,30528.9178925007,1.0,ITE_SDR,l2,22
51720.87389072836,30528.9178925007,1.0,MITE_2M,l2,22
51672.31590337042,30528.9178925007,1.0,MITE_SDR,l2,22
50812.119772470374,30611.73137939615,1.0,ITE_2M,l2,23
50731.73449526814,30611.73137939615,1.0,ITE_SDR,l2,23
52276.38310383399,30611.73137939615,1.0,MITE_2M,l2,23
52198.093624518406,30611.73137939615,1.0,MITE_SDR,l2,23
52274.663392653136,31507.17756908607,1.0,ITE_2M,l2,24
52251.70011999184,31507.17756908607,1.0,ITE_SDR,l2,24
53479.262769103065,31507.17756908607,1.0,MITE_2M,l2,24
53395.31683823693,31507.17756908607,1.0,MITE_SDR,l2,24
51792.316467489865,31286.70346259212,1.0,ITE_2M,l2,25
51737.566698875984,31286.70346259212,1.0,ITE_SDR,l2,25
53053.572569590244,31286.70346259212,1.0,MITE_2M,l2,25
52970.315372385114,31286.70346259212,1.0,MITE_SDR,l2,25
51542.786507808916,31113.53117225523,1.0,ITE_2M,l2,26
51514.65218424487,31113.53117225523,1.0,ITE_SDR,l2,26
52815.936535388864,31113.53117225523,1.0,MITE_2M,l2,26
52771.428738146045,31113.53117225523,1.0,MITE_SDR,l2,26
49924.684460979406,29917.225080735254,1.0,ITE_2M,l2,27
49876.887611625505,29917.225080735254,1.0,ITE_SDR,l2,27
50903.775270619124,29917.225080735254,1.0,MITE_2M,l2,27
50845.889851990236,29917.225080735254,1.0,MITE_SDR,l2,27
51678.34806335798,30863.64415005397,1.0,ITE_2M,l2,28
51645.05048530462,30863.64415005397,1.0,ITE_SDR,l2,28
52839.442406300666,30863.64415005397,1.0,MITE_2M,l2,28
52810.85383489787,30863.64415005397,1.0,MITE_SDR,l2,28
50104.32076246086,30225.70387882949,1.0,ITE_2M,l2,29
50061.568629500245,30225.70387882949,1.0,ITE_SDR,l2,29
51410.321994745536,30225.70387882949,1.0,MITE_2M,l2,29
51358.76082879306,30225.70387882949,1.0,MITE_SDR,l2,29
51375.30063285827,30914.671889072157,1.0,ITE_2M,l2,30
51314.18952766615,30914.671889072157,1.0,ITE_SDR,l2,30
52390.43515050194,30914.671889072157,1.0,MITE_2M,l2,30
52395.592446330076,30914.671889072157,1.0,MITE_SDR,l2,30
52418.07202800137,31530.511689311934,1.0,ITE_2M,l2,31
52368.03339633049,31530.511689311934,1.0,ITE_SDR,l2,31
53497.133507708604,31530.511689311934,1.0,MITE_2M,l2,31
53450.043692612686,31530.511689311934,1.0,MITE_SDR,l2,31
50041.51139134633,30372.67894682605,1.0,ITE_2M,l2,32
49980.98000744528,30372.67894682605,1.0,ITE_SDR,l2,32
51274.06409848461,30372.67894682605,1.0,MITE_2M,l2,32
51180.514072475664,30372.67894682605,1.0,MITE_SDR,l2,32
52088.086455361154,31349.210059126464,1.0,ITE_2M,l2,33
52006.552021482654,31349.210059126464,1.0,ITE_SDR,l2,33
53335.7497607329,31349.210059126464,1.0,MITE_2M,l2,33
53254.74654038712,31349.210059126464,1.0,MITE_SDR,l2,33
51885.43289260272,31389.043168473218,1.0,ITE_2M,l2,34
51805.72962067321,31389.043168473218,1.0,ITE_SDR,l2,34
53238.65942042048,31389.043168473218,1.0,MITE_2M,l2,34
53130.79166148949,31389.043168473218,1.0,MITE_SDR,l2,34
51315.23681853359,30981.4786476546,1.0,ITE_2M,l2,35
51312.52351477754,30981.4786476546,1.0,ITE_SDR,l2,35
52478.203428234345,30981.4786476546,1.0,MITE_2M,l2,35
52461.51085141648,30981.4786476546,1.0,MITE_SDR,l2,35
52307.6860320228,31539.59922555248,1.0,ITE_2M,l2,36
52251.230164202585,31539.59922555248,1.0,ITE_SDR,l2,36
53594.943012564414,31539.59922555248,1.0,MITE_2M,l2,36
53515.16781758211,31539.59922555248,1.0,MITE_SDR,l2,36
51627.167452648086,31120.28863328824,1.0,ITE_2M,l2,37
51587.031488899665,31120.28863328824,1.0,ITE_SDR,l2,37
52956.907113478475,31120.28863328824,1.0,MITE_2M,l2,37
52879.53986005161,31120.28863328824,1.0,MITE_SDR,l2,37
51073.89209281111,30914.17166058165,1.0,ITE_2M,l2,38
51025.40716480202,30914.17166058165,1.0,ITE_SDR,l2,38
52214.862948156784,30914.17166058165,1.0,MITE_2M,l2,38
52170.10554733514,30914.17166058165,1.0,MITE_SDR,l2,38
51813.56740162094,30973.647828540707,1.0,ITE_2M,l2,39
51788.316614599455,30973.647828540707,1.0,ITE_SDR,l2,39
52867.599744750136,30973.647828540707,1.0,MITE_2M,l2,39
52812.808937535476,30973.647828540707,1.0,MITE_SDR,l2,39
50689.84757100512,30734.616789853848,1.0,ITE_2M,l2,40
50669.38813036086,30734.616789853848,1.0,ITE_SDR,l2,40
51880.05590049788,30734.616789853848,1.0,MITE_2M,l2,40
51798.36041473722,30734.616789853848,1.0,MITE_SDR,l2,40
50919.19539177712,30619.56727980273,1.0,ITE_2M,l2,41
50896.834178695586,30619.56727980273,1.0,ITE_SDR,l2,41
51996.016187962414,30619.56727980273,1.0,MITE_2M,l2,41
51967.09443058528,30619.56727980273,1.0,MITE_SDR,l2,41
51409.77632569968,31085.797385162245,1.0,ITE_2M,l2,42
51375.74131027207,31085.797385162245,1.0,ITE_SDR,l2,42
52607.708874940596,31085.797385162245,1.0,MITE_2M,l2,42
52577.80300445291,31085.797385162245,1.0,MITE_SDR,l2,42
51808.30284068752,31209.252218875612,1.0,ITE_2M,l2,43
